step,i,j
65,2,3
65,3,2
65,3,3
66,2,2
66,2,3
66,3,2
66,3,3
67,2,2
67,2,3
67,3,2
67,3,3
68,2,2
68,2,3
68,3,2
68,3,3
69,2,2
69,2,3
69,3,2
69,3,3
70,2,2
70,2,3
70,3,2
70,3,3
71,2,2
71,2,3
71,3,2
71,3,3
72,2,2
72,2,3
72,3,2
72,3,3
73,2,2
73,2,3
73,3,2
73,3,3
74,2,2
74,2,3
74,3,2
74,3,3
75,2,2
75,2,3
75,3,2
75,3,3
76,2,2
76,2,3
76,3,2
76,3,3
77,2,2
77,2,3
77,3,2
77,3,3
78,2,2
78,2,3
78,3,2
78,3,3
79,2,2
79,2,3
79,3,2
79,3,3
80,2,2
80,2,3
80,3,2
80,3,3
81,2,2
81,2,3
81,3,2
81,3,3
82,2,2
82,2,3
82,3,2
82,3,3
83,2,2
83,2,3
83,3,2
83,3,3
84,2,2
84,2,3
84,3,2
84,3,3
85,2,2
85,2,3
85,3,2
85,3,3
86,2,2
86,2,3
86,3,2
86,3,3
87,2,2
87,2,3
87,3,2
87,3,3
88,2,2
88,2,3
88,3,2
88,3,3
89,2,2
89,2,3
89,3,2
89,3,3
90,2,2
90,2,3
90,3,2
90,3,3
91,2,2
91,2,3
91,3,2
91,3,3
92,2,2
92,2,3
92,3,2
92,3,3
93,2,2
93,2,3
93,3,2
93,3,3
94,2,2
94,2,3
94,3,2
94,3,3
95,2,2
95,2,3
95,3,2
95,3,3
96,2,2
96,2,3
96,3,2
96,3,3
97,2,2
97,2,3
97,3,2
97,3,3
98,2,2
98,2,3
98,3,2
98,3,3
99,2,2
99,2,3
99,3,2
99,3,3
100,2,2
100,2,3
100,3,2
100,3,3
101,2,2
101,2,3
101,3,2
101,3,3
102,2,2
102,2,3
102,3,2
102,3,3
103,2,2
103,2,3
103,3,2
103,3,3
104,2,2
104,2,3
104,3,2
104,3,3
105,2,2
105,2,3
105,3,2
105,3,3
106,2,2
106,2,3
106,3,2
106,3,3
107,2,2
107,2,3
107,3,2
107,3,3
108,2,2
108,2,3
108,3,2
108,3,3
109,2,2
109,2,3
109,3,2
109,3,3
110,2,2
110,2,3
110,3,2
110,3,3
111,2,2
111,2,3
111,3,2
111,3,3
112,2,2
112,2,3
112,3,2
112,3,3
113,2,2
113,2,3
113,3,2
113,3,3
114,2,2
114,2,3
114,3,2
114,3,3
115,2,2
115,2,3
115,3,2
115,3,3
116,2,2
116,2,3
116,3,2
116,3,3
117,2,2
117,2,3
117,3,2
117,3,3
118,2,2
118,2,3
118,3,2
118,3,3
119,2,2
119,2,3
119,3,2
119,3,3
120,2,2
120,2,3
120,3,2
120,3,3
121,2,2
121,2,3
121,3,2
121,3,3
122,2,2
122,2,3
122,3,2
122,3,3
123,2,2
123,2,3
123,3,2
123,3,3
124,2,2
124,2,3
124,3,2
124,3,3
125,2,2
125,2,3
125,3,2
125,3,3
126,2,2
126,2,3
126,3,2
126,3,3
127,2,2
127,2,3
127,3,2
127,3,3
128,2,2
128,2,3
128,3,2
128,3,3
129,2,2
129,2,3
129,3,2
129,3,3
130,2,2
130,2,3
130,3,2
130,3,3
131,2,2
131,2,3
131,3,2
131,3,3
132,2,2
132,2,3
132,3,2
132,3,3
133,2,2
133,2,3
133,3,2
133,3,3
134,2,2
134,2,3
134,3,2
134,3,3
135,2,2
135,2,3
135,3,2
135,3,3
136,2,2
136,2,3
136,3,2
136,3,3
137,2,2
137,2,3
137,3,2
137,3,3
138,2,2
138,2,3
138,3,2
138,3,3
139,2,2
139,2,3
139,3,2
139,3,3
140,2,2
140,2,3
140,3,2
140,3,3
141,2,2
141,2,3
141,3,2
141,3,3
142,2,2
142,2,3
142,3,2
142,3,3
143,2,2
143,2,3
143,3,2
143,3,3
144,2,2
144,2,3
144,3,2
144,3,3
145,2,2
145,2,3
145,3,2
145,3,3
146,2,2
146,2,3
146,3,2
146,3,3
147,2,2
147,2,3
147,3,2
147,3,3
148,2,2
148,2,3
148,3,2
148,3,3
149,2,2
149,2,3
149,3,2
149,3,3
150,2,2
150,2,3
150,3,2
150,3,3
151,2,2
151,2,3
151,3,2
151,3,3
152,2,2
152,2,3
152,3,2
152,3,3
153,2,2
153,2,3
153,3,2
153,3,3
154,2,2
154,2,3
154,3,2
154,3,3
155,2,2
155,2,3
155,3,2
155,3,3
156,2,2
156,2,3
156,3,2
156,3,3
157,2,2
157,2,3
157,3,2
157,3,3
158,2,2
158,2,3
158,3,2
158,3,3
159,2,2
159,2,3
159,3,2
159,3,3
160,2,2
160,2,3
160,3,2
160,3,3
161,2,2
161,2,3
161,3,2
161,3,3
162,2,2
162,2,3
162,3,2
162,3,3
163,2,2
163,2,3
163,3,2
163,3,3
164,2,2
164,2,3
164,3,2
164,3,3
165,2,2
165,2,3
165,3,2
165,3,3
166,2,2
166,2,3
166,3,2
166,3,3
167,2,2
167,2,3
167,3,2
167,3,3
168,2,2
168,2,3
168,3,2
168,3,3
169,2,2
169,2,3
169,3,2
169,3,3
170,2,2
170,2,3
170,3,2
170,3,3
171,2,2
171,2,3
171,3,2
171,3,3
172,2,2
172,2,3
172,3,2
172,3,3
173,2,2
173,2,3
173,3,2
173,3,3
174,2,2
174,2,3
174,3,2
174,3,3
175,2,2
175,2,3
175,3,2
175,3,3
176,2,2
176,2,3
176,3,2
176,3,3
177,2,2
177,2,3
177,3,2
177,3,3
178,2,2
178,2,3
178,3,2
178,3,3
179,2,2
179,2,3
179,3,2
179,3,3
180,2,2
180,2,3
180,3,2
180,3,3
181,2,2
181,2,3
181,3,2
181,3,3
182,2,2
182,2,3
182,3,2
182,3,3
183,2,2
183,2,3
183,3,2
183,3,3
184,2,2
184,2,3
184,3,2
184,3,3
185,2,2
185,2,3
185,3,2
185,3,3
186,2,2
186,2,3
186,3,2
186,3,3
187,2,2
187,2,3
187,3,2
187,3,3
188,2,2
188,2,3
188,3,2
188,3,3
189,2,2
189,2,3
189,3,2
189,3,3
190,2,2
190,2,3
190,3,2
190,3,3
191,2,2
191,2,3
191,3,2
191,3,3
192,2,2
192,2,3
192,3,2
192,3,3
193,2,2
193,2,3
193,3,2
193,3,3
194,2,2
194,2,3
194,3,2
194,3,3
195,2,2
195,2,3
195,3,2
195,3,3
196,2,2
196,2,3
196,3,2
196,3,3
197,2,2
197,2,3
197,3,2
197,3,3
198,2,2
198,2,3
198,3,2
198,3,3
199,2,2
199,2,3
199,3,2
199,3,3
200,2,2
200,2,3
200,3,2
200,3,3
201,2,2
201,2,3
201,3,2
201,3,3
202,2,2
202,2,3
202,3,2
202,3,3
203,2,2
203,2,3
203,3,2
203,3,3
204,2,2
204,2,3
204,3,2
204,3,3
205,2,2
205,2,3
205,3,2
205,3,3
206,2,2
206,2,3
206,3,2
206,3,3
207,2,2
207,2,3
207,3,2
207,3,3
208,2,2
208,2,3
208,3,2
208,3,3
209,2,2
209,2,3
209,3,2
209,3,3
210,2,2
210,2,3
210,3,2
210,3,3
211,2,2
211,2,3
211,3,2
211,3,3
212,2,2
212,2,3
212,3,2
212,3,3
213,2,2
213,2,3
213,3,2
213,3,3
214,2,2
214,2,3
214,3,2
214,3,3
215,2,2
215,2,3
215,3,2
215,3,3
216,2,2
216,2,3
216,3,2
216,3,3
217,2,2
217,2,3
217,3,2
217,3,3
218,2,2
218,2,3
218,3,2
218,3,3
219,2,2
219,2,3
219,3,2
219,3,3
220,2,2
220,2,3
220,3,2
220,3,3
221,2,2
221,2,3
221,3,2
221,3,3
222,2,2
222,2,3
222,3,2
222,3,3
223,2,2
223,2,3
223,3,2
223,3,3
224,2,2
224,2,3
224,3,2
224,3,3
225,2,2
225,2,3
225,3,2
225,3,3
226,2,2
226,2,3
226,3,2
226,3,3
227,2,2
227,2,3
227,3,2
227,3,3
228,2,2
228,2,3
228,3,2
228,3,3
229,2,2
229,2,3
229,3,2
229,3,3
230,2,2
230,2,3
230,3,2
230,3,3
231,2,2
231,2,3
231,3,2
231,3,3
232,2,2
232,2,3
232,3,2
232,3,3
233,2,2
233,2,3
233,3,2
233,3,3
234,2,2
234,2,3
234,3,2
234,3,3
235,2,2
235,2,3
235,3,2
235,3,3
236,2,2
236,2,3
236,3,2
236,3,3
237,2,2
237,2,3
237,3,2
237,3,3
238,2,2
238,2,3
238,3,2
238,3,3
239,2,2
239,2,3
239,3,2
239,3,3
240,2,2
240,2,3
240,3,2
240,3,3
241,2,2
241,2,3
241,3,2
241,3,3
242,2,2
242,2,3
242,3,2
242,3,3
243,2,2
243,2,3
243,3,2
243,3,3
244,2,2
244,2,3
244,3,2
244,3,3
245,2,2
245,2,3
245,3,2
245,3,3
246,2,2
246,2,3
246,3,2
246,3,3
247,2,2
247,2,3
247,3,2
247,3,3
248,2,2
248,2,3
248,3,2
248,3,3
249,2,2
249,2,3
249,3,2
249,3,3
250,2,2
250,2,3
250,3,2
250,3,3
251,2,2
251,2,3
251,3,2
251,3,3
252,2,2
252,2,3
252,3,2
252,3,3
253,2,2
253,2,3
253,3,2
253,3,3
254,2,2
254,2,3
254,3,2
254,3,3
255,2,2
255,2,3
255,3,2
255,3,3
256,2,2
256,2,3
256,3,2
256,3,3
257,2,2
257,2,3
257,3,2
257,3,3
258,2,2
258,2,3
258,3,2
258,3,3
259,2,2
259,2,3
259,3,2
259,3,3
260,2,2
260,2,3
260,3,2
260,3,3
261,2,2
261,2,3
261,3,2
261,3,3
262,2,2
262,2,3
262,3,2
262,3,3
263,2,2
263,2,3
263,3,2
263,3,3
264,2,2
264,2,3
264,3,2
264,3,3
265,2,2
265,2,3
265,3,2
265,3,3
266,2,2
266,2,3
266,3,2
266,3,3
267,2,2
267,2,3
267,3,2
267,3,3
268,2,2
268,2,3
268,3,2
268,3,3
269,2,2
269,2,3
269,3,2
269,3,3
270,2,2
270,2,3
270,3,2
270,3,3
271,2,2
271,2,3
271,3,2
271,3,3
272,2,2
272,2,3
272,3,2
272,3,3
273,2,2
273,2,3
273,3,2
273,3,3
274,2,2
274,2,3
274,3,2
274,3,3
275,2,2
275,2,3
275,3,2
275,3,3
276,2,2
276,2,3
276,3,2
276,3,3
277,2,2
277,2,3
277,3,2
277,3,3
278,2,2
278,2,3
278,3,2
278,3,3
279,2,2
279,2,3
279,3,2
279,3,3
280,2,2
280,2,3
280,3,2
280,3,3
281,2,2
281,2,3
281,3,2
281,3,3
282,2,2
282,2,3
282,3,2
282,3,3
283,2,2
283,2,3
283,3,2
283,3,3
284,2,2
284,2,3
284,3,2
284,3,3
285,2,2
285,2,3
285,3,2
285,3,3
286,2,2
286,2,3
286,3,2
286,3,3
287,2,2
287,2,3
287,3,2
287,3,3
288,2,2
288,2,3
288,3,2
288,3,3
289,2,2
289,2,3
289,3,2
289,3,3
290,2,2
290,2,3
290,3,2
290,3,3
291,2,2
291,2,3
291,3,2
291,3,3
292,2,2
292,2,3
292,3,2
292,3,3
293,2,2
293,2,3
293,3,2
293,3,3
294,2,2
294,2,3
294,3,2
294,3,3
295,2,2
295,2,3
295,3,2
295,3,3
296,2,2
296,2,3
296,3,2
296,3,3
297,2,2
297,2,3
297,3,2
297,3,3
298,2,2
298,2,3
298,3,2
298,3,3
299,2,2
299,2,3
299,3,2
299,3,3
300,2,2
300,2,3
300,3,2
300,3,3
301,2,2
301,2,3
301,3,2
301,3,3
302,2,2
302,2,3
302,3,2
302,3,3
303,2,2
303,2,3
303,3,2
303,3,3
304,2,2
304,2,3
304,3,2
304,3,3
305,2,2
305,2,3
305,3,2
305,3,3
306,2,2
306,2,3
306,3,2
306,3,3
307,2,2
307,2,3
307,3,2
307,3,3
308,2,2
308,2,3
308,3,2
308,3,3
309,2,2
309,2,3
309,3,2
309,3,3
310,2,2
310,2,3
310,3,2
310,3,3
311,2,2
311,2,3
311,3,2
311,3,3
312,2,2
312,2,3
312,3,2
312,3,3
313,2,2
313,2,3
313,3,2
313,3,3
314,2,2
314,2,3
314,3,2
314,3,3
315,2,2
315,2,3
315,3,2
315,3,3
316,2,2
316,2,3
316,3,2
316,3,3
317,2,2
317,2,3
317,3,2
317,3,3
318,2,2
318,2,3
318,3,2
318,3,3
319,2,2
319,2,3
319,3,2
319,3,3
320,2,2
320,2,3
320,3,2
320,3,3
321,2,2
321,2,3
321,3,2
321,3,3
322,2,2
322,2,3
322,3,2
322,3,3
323,2,2
323,2,3
323,3,2
323,3,3
324,2,2
324,2,3
324,3,2
324,3,3
325,2,2
325,2,3
325,3,2
325,3,3
326,2,2
326,2,3
326,3,2
326,3,3
327,2,2
327,2,3
327,3,2
327,3,3
328,2,2
328,2,3
328,3,2
328,3,3
329,2,2
329,2,3
329,3,2
329,3,3
330,2,2
330,2,3
330,3,2
330,3,3
331,2,2
331,2,3
331,3,2
331,3,3
332,2,2
332,2,3
332,3,2
332,3,3
333,2,2
333,2,3
333,3,2
333,3,3
334,2,2
334,2,3
334,3,2
334,3,3
335,2,2
335,2,3
335,3,2
335,3,3
336,2,2
336,2,3
336,3,2
336,3,3
337,2,2
337,2,3
337,3,2
337,3,3
338,2,2
338,2,3
338,3,2
338,3,3
339,2,2
339,2,3
339,3,2
339,3,3
340,2,2
340,2,3
340,3,2
340,3,3
341,2,2
341,2,3
341,3,2
341,3,3
342,2,2
342,2,3
342,3,2
342,3,3
343,2,2
343,2,3
343,3,2
343,3,3
344,2,2
344,2,3
344,3,2
344,3,3
345,2,2
345,2,3
345,3,2
345,3,3
346,2,2
346,2,3
346,3,2
346,3,3
347,2,2
347,2,3
347,3,2
347,3,3
348,2,2
348,2,3
348,3,2
348,3,3
349,2,2
349,2,3
349,3,2
349,3,3
350,2,2
350,2,3
350,3,2
350,3,3
351,2,2
351,2,3
351,3,2
351,3,3
352,2,2
352,2,3
352,3,2
352,3,3
353,2,2
353,2,3
353,3,2
353,3,3
354,2,2
354,2,3
354,3,2
354,3,3
355,2,2
355,2,3
355,3,2
355,3,3
356,2,2
356,2,3
356,3,2
356,3,3
357,2,2
357,2,3
357,3,2
357,3,3
358,2,2
358,2,3
358,3,2
358,3,3
359,2,2
359,2,3
359,3,2
359,3,3
360,2,2
360,2,3
360,3,2
360,3,3
361,2,2
361,2,3
361,3,2
361,3,3
362,2,2
362,2,3
362,3,2
362,3,3
363,2,2
363,2,3
363,3,2
363,3,3
364,2,2
364,2,3
364,3,2
364,3,3
365,2,2
365,2,3
365,3,2
365,3,3
366,2,2
366,2,3
366,3,2
366,3,3
367,2,2
367,2,3
367,3,2
367,3,3
368,2,2
368,2,3
368,3,2
368,3,3
369,2,2
369,2,3
369,3,2
369,3,3
370,2,2
370,2,3
370,3,2
370,3,3
371,2,2
371,2,3
371,3,2
371,3,3
372,2,2
372,2,3
372,3,2
372,3,3
373,2,2
373,2,3
373,3,2
373,3,3
374,2,2
374,2,3
374,3,2
374,3,3
375,2,2
375,2,3
375,3,2
375,3,3
376,2,2
376,2,3
376,3,2
376,3,3
377,2,2
377,2,3
377,3,2
377,3,3
378,2,2
378,2,3
378,3,2
378,3,3
379,2,2
379,2,3
379,3,2
379,3,3
380,2,2
380,2,3
380,3,2
380,3,3
381,2,2
381,2,3
381,3,2
381,3,3
382,2,2
382,2,3
382,3,2
382,3,3
383,2,2
383,2,3
383,3,2
383,3,3
384,2,2
384,2,3
384,3,2
384,3,3
385,2,2
385,2,3
385,3,2
385,3,3
386,2,2
386,2,3
386,3,2
386,3,3
387,2,2
387,2,3
387,3,2
387,3,3
388,2,2
388,2,3
388,3,2
388,3,3
389,2,2
389,2,3
389,3,2
389,3,3
390,2,2
390,2,3
390,3,2
390,3,3
391,2,2
391,2,3
391,3,2
391,3,3
392,2,2
392,2,3
392,3,2
392,3,3
393,2,2
393,2,3
393,3,2
393,3,3
394,2,2
394,2,3
394,3,2
394,3,3
395,2,2
395,2,3
395,3,2
395,3,3
396,2,2
396,2,3
396,3,2
396,3,3
397,2,2
397,2,3
397,3,2
397,3,3
398,2,2
398,2,3
398,3,2
398,3,3
399,2,2
399,2,3
399,3,2
399,3,3
400,2,2
400,2,3
400,3,2
400,3,3
401,2,2
401,2,3
401,3,2
401,3,3
402,2,2
402,2,3
402,3,2
402,3,3
403,2,2
403,2,3
403,3,2
403,3,3
404,2,2
404,2,3
404,3,2
404,3,3
405,2,2
405,2,3
405,3,2
405,3,3
406,2,2
406,2,3
406,3,2
406,3,3
407,2,2
407,2,3
407,3,2
407,3,3
408,2,2
408,2,3
408,3,2
408,3,3
409,2,2
409,2,3
409,3,2
409,3,3
410,2,2
410,2,3
410,3,2
410,3,3
411,2,2
411,2,3
411,3,2
411,3,3
412,2,2
412,2,3
412,3,2
412,3,3
413,2,2
413,2,3
413,3,2
413,3,3
414,2,2
414,2,3
414,3,2
414,3,3
415,2,2
415,2,3
415,3,2
415,3,3
416,2,2
416,2,3
416,3,2
416,3,3
417,2,2
417,2,3
417,3,2
417,3,3
418,2,2
418,2,3
418,3,2
418,3,3
419,2,2
419,2,3
419,3,2
419,3,3
420,2,2
420,2,3
420,3,2
420,3,3
421,2,2
421,2,3
421,3,2
421,3,3
422,2,2
422,2,3
422,3,2
422,3,3
423,2,2
423,2,3
423,3,2
423,3,3
424,2,2
424,2,3
424,3,2
424,3,3
425,2,2
425,2,3
425,3,2
425,3,3
426,2,2
426,2,3
426,3,2
426,3,3
427,2,2
427,2,3
427,3,2
427,3,3
428,2,2
428,2,3
428,3,2
428,3,3
429,2,2
429,2,3
429,3,2
429,3,3
430,2,2
430,2,3
430,3,2
430,3,3
431,2,2
431,2,3
431,3,2
431,3,3
432,2,2
432,2,3
432,3,2
432,3,3
433,2,2
433,2,3
433,3,2
433,3,3
434,2,2
434,2,3
434,3,2
434,3,3
435,2,2
435,2,3
435,3,2
435,3,3
436,2,2
436,2,3
436,3,2
436,3,3
437,2,2
437,2,3
437,3,2
437,3,3
438,2,2
438,2,3
438,3,2
438,3,3
439,2,2
439,2,3
439,3,2
439,3,3
440,2,2
440,2,3
440,3,2
440,3,3
441,2,2
441,2,3
441,3,2
441,3,3
442,2,2
442,2,3
442,3,2
442,3,3
443,2,2
443,2,3
443,3,2
443,3,3
444,2,2
444,2,3
444,3,2
444,3,3
445,2,2
445,2,3
445,3,2
445,3,3
446,2,2
446,2,3
446,3,2
446,3,3
447,2,2
447,2,3
447,3,2
447,3,3
448,2,2
448,2,3
448,3,2
448,3,3
449,2,2
449,2,3
449,3,2
449,3,3
450,2,2
450,2,3
450,3,2
450,3,3
451,2,2
451,2,3
451,3,2
451,3,3
452,2,2
452,2,3
452,3,2
452,3,3
453,2,2
453,2,3
453,3,2
453,3,3
454,2,2
454,2,3
454,3,2
454,3,3
455,2,2
455,2,3
455,3,2
455,3,3
456,2,2
456,2,3
456,3,2
456,3,3
457,2,2
457,2,3
457,3,2
457,3,3
458,2,2
458,2,3
458,3,2
458,3,3
459,2,2
459,2,3
459,3,2
459,3,3
460,2,2
460,2,3
460,3,2
460,3,3
461,2,2
461,2,3
461,3,2
461,3,3
462,2,2
462,2,3
462,3,2
462,3,3
463,2,2
463,2,3
463,3,2
463,3,3
464,2,2
464,2,3
464,3,2
464,3,3
465,2,2
465,2,3
465,3,2
465,3,3
466,2,2
466,2,3
466,3,2
466,3,3
467,2,2
467,2,3
467,3,2
467,3,3
468,2,2
468,2,3
468,3,2
468,3,3
469,2,2
469,2,3
469,3,2
469,3,3
470,2,2
470,2,3
470,3,2
470,3,3
471,2,2
471,2,3
471,3,2
471,3,3
472,2,2
472,2,3
472,3,2
472,3,3
473,2,2
473,2,3
473,3,2
473,3,3
474,2,2
474,2,3
474,3,2
474,3,3
475,2,2
475,2,3
475,3,2
475,3,3
476,2,2
476,2,3
476,3,2
476,3,3
477,2,2
477,2,3
477,3,2
477,3,3
478,2,2
478,2,3
478,3,2
478,3,3
479,2,2
479,2,3
479,3,2
479,3,3
480,2,2
480,2,3
480,3,2
480,3,3
481,2,2
481,2,3
481,3,2
481,3,3
482,2,2
482,2,3
482,3,2
482,3,3
483,2,2
483,2,3
483,3,2
483,3,3
484,2,2
484,2,3
484,3,2
484,3,3
485,2,2
485,2,3
485,3,2
485,3,3
486,2,2
486,2,3
486,3,2
486,3,3
487,2,2
487,2,3
487,3,2
487,3,3
488,2,2
488,2,3
488,3,2
488,3,3
489,2,2
489,2,3
489,3,2
489,3,3
490,2,2
490,2,3
490,3,2
490,3,3
491,2,2
491,2,3
491,3,2
491,3,3
492,2,2
492,2,3
492,3,2
492,3,3
493,2,2
493,2,3
493,3,2
493,3,3
494,2,2
494,2,3
494,3,2
494,3,3
495,2,2
495,2,3
495,3,2
495,3,3
496,2,2
496,2,3
496,3,2
496,3,3
497,2,2
497,2,3
497,3,2
497,3,3
498,2,2
498,2,3
498,3,2
498,3,3
499,2,2
499,2,3
499,3,2
499,3,3
500,2,2
500,2,3
500,3,2
500,3,3
501,2,2
501,2,3
501,3,2
501,3,3
502,2,2
502,2,3
502,3,2
502,3,3
503,2,2
503,2,3
503,3,2
503,3,3
504,2,2
504,2,3
504,3,2
504,3,3
505,2,2
505,2,3
505,3,2
505,3,3
506,2,2
506,2,3
506,3,2
506,3,3
507,2,2
507,2,3
507,3,2
507,3,3
508,2,2
508,2,3
508,3,2
508,3,3
509,2,2
509,2,3
509,3,2
509,3,3
510,2,2
510,2,3
510,3,2
510,3,3
511,2,2
511,2,3
511,3,2
511,3,3
512,2,2
512,2,3
512,3,2
512,3,3
513,2,2
513,2,3
513,3,2
513,3,3
514,2,2
514,2,3
514,3,2
514,3,3
515,2,2
515,2,3
515,3,2
515,3,3
516,2,2
516,2,3
516,3,2
516,3,3
517,2,2
517,2,3
517,3,2
517,3,3
518,2,2
518,2,3
518,3,2
518,3,3
519,2,2
519,2,3
519,3,2
519,3,3
520,2,2
520,2,3
520,3,2
520,3,3
521,2,2
521,2,3
521,3,2
521,3,3
522,2,2
522,2,3
522,3,2
522,3,3
523,2,2
523,2,3
523,3,2
523,3,3
524,2,2
524,2,3
524,3,2
524,3,3
525,2,2
525,2,3
525,3,2
525,3,3
526,2,2
526,2,3
526,3,2
526,3,3
527,2,2
527,2,3
527,3,2
527,3,3
528,2,2
528,2,3
528,3,2
528,3,3
529,2,2
529,2,3
529,3,2
529,3,3
530,2,2
530,2,3
530,3,2
530,3,3
531,2,2
531,2,3
531,3,2
531,3,3
532,2,2
532,2,3
532,3,2
532,3,3
533,2,2
533,2,3
533,3,2
533,3,3
534,2,2
534,2,3
534,3,2
534,3,3
535,2,2
535,2,3
535,3,2
535,3,3
536,2,2
536,2,3
536,3,2
536,3,3
537,2,2
537,2,3
537,3,2
537,3,3
538,2,2
538,2,3
538,3,2
538,3,3
539,2,2
539,2,3
539,3,2
539,3,3
540,2,2
540,2,3
540,3,2
540,3,3
541,2,2
541,2,3
541,3,2
541,3,3
542,2,2
542,2,3
542,3,2
542,3,3
543,2,2
543,2,3
543,3,2
543,3,3
544,2,2
544,2,3
544,3,2
544,3,3
545,2,2
545,2,3
545,3,2
545,3,3
546,2,2
546,2,3
546,3,2
546,3,3
547,2,2
547,2,3
547,3,2
547,3,3
548,2,2
548,2,3
548,3,2
548,3,3
549,2,2
549,2,3
549,3,2
549,3,3
550,2,2
550,2,3
550,3,2
550,3,3
551,2,2
551,2,3
551,3,2
551,3,3
552,2,2
552,2,3
552,3,2
552,3,3
553,2,2
553,2,3
553,3,2
553,3,3
554,2,2
554,2,3
554,3,2
554,3,3
555,2,2
555,2,3
555,3,2
555,3,3
556,2,2
556,2,3
556,3,2
556,3,3
557,2,2
557,2,3
557,3,2
557,3,3
558,2,2
558,2,3
558,3,2
558,3,3
559,2,2
559,2,3
559,3,2
559,3,3
560,2,2
560,2,3
560,3,2
560,3,3
561,2,2
561,2,3
561,3,2
561,3,3
562,2,2
562,2,3
562,3,2
562,3,3
563,2,2
563,2,3
563,3,2
563,3,3
564,2,2
564,2,3
564,3,2
564,3,3
565,2,2
565,2,3
565,3,2
565,3,3
566,2,2
566,2,3
566,3,2
566,3,3
567,2,2
567,2,3
567,3,2
567,3,3
568,2,2
568,2,3
568,3,2
568,3,3
569,2,2
569,2,3
569,3,2
569,3,3
570,2,2
570,2,3
570,3,2
570,3,3
571,2,2
571,2,3
571,3,2
571,3,3
572,2,2
572,2,3
572,3,2
572,3,3
573,2,2
573,2,3
573,3,2
573,3,3
574,2,2
574,2,3
574,3,2
574,3,3
575,2,2
575,2,3
575,3,2
575,3,3
576,2,2
576,2,3
576,3,2
576,3,3
577,2,2
577,2,3
577,3,2
577,3,3
578,2,2
578,2,3
578,3,2
578,3,3
579,2,2
579,2,3
579,3,2
579,3,3
580,2,2
580,2,3
580,3,2
580,3,3
581,2,2
581,2,3
581,3,2
581,3,3
582,2,2
582,2,3
582,3,2
582,3,3
583,2,2
583,2,3
583,3,2
