step,i,j
11,9,6
11,9,8
11,9,10
11,9,12
11,10,0
11,10,1
11,10,2
11,10,5
11,10,6
11,10,8
11,10,9
11,10,12
11,10,13
11,10,14
11,12,4
11,12,5
11,12,9
11,12,10
11,13,4
11,13,10
11,14,4
11,14,10
12,1,3
12,1,4
12,1,10
12,1,11
12,2,4
12,2,5
12,2,9
12,2,10
12,3,1
12,3,4
12,3,6
12,3,8
12,3,10
12,3,13
12,4,1
12,4,2
12,4,3
12,4,5
12,4,6
12,4,8
12,4,9
12,4,11
12,4,12
12,4,13
12,5,2
12,5,4
12,5,6
12,5,8
12,5,10
12,5,12
12,6,3
12,6,4
12,6,5
12,6,9
12,6,10
12,6,11
12,8,3
12,8,4
12,8,5
12,8,9
12,8,10
12,8,11
12,9,2
12,9,4
12,9,6
12,9,8
12,9,10
12,9,12
12,10,1
12,10,2
12,10,3
12,10,5
12,10,6
12,10,8
12,10,9
12,10,11
12,10,12
12,10,13
12,11,1
12,11,4
12,11,6
12,11,8
12,11,10
12,11,13
12,12,4
12,12,5
12,12,9
12,12,10
12,13,3
12,13,4
12,13,10
12,13,11
13,1,3
13,1,4
13,1,5
13,1,9
13,1,10
13,1,11
13,3,1
13,3,6
13,3,8
13,3,13
13,4,1
13,4,6
13,4,8
13,4,13
13,5,1
13,5,6
13,5,8
13,5,13
13,6,3
13,6,4
13,6,5
13,6,9
13,6,10
13,6,11
13,8,3
13,8,4
13,8,5
13,8,9
13,8,10
13,8,11
13,9,1
13,9,6
13,9,8
13,9,13
13,10,1
13,10,6
13,10,8
13,10,13
13,11,1
13,11,6
13,11,8
13,11,13
13,13,3
13,13,4
13,13,5
13,13,9
13,13,10
13,13,11
14,0,4
14,0,10
14,1,4
14,1,10
14,2,4
14,2,5
14,2,9
14,2,10
14,4,0
14,4,1
14,4,2
14,4,5
14,4,6
14,4,8
14,4,9
14,4,12
14,4,13
14,4,14
14,5,2
14,5,4
14,5,6
14,5,8
14,5,10
14,5,12
14,6,4
14,6,5
14,6,9
14,6,10
14,8,4
14,8,5
14,8,9
14,8,10
14,9,2
14,9,4
14,9,6
14,9,8
14,9,10
14,9,12
14,10,0
14,10,1
14,10,2
14,10,5
14,10,6
14,10,8
14,10,9
14,10,12
14,10,13
14,10,14
14,12,4
14,12,5
14,12,9
14,12,10
14,13,4
14,13,10
14,14,4
14,14,10
15,1,3
15,1,4
15,1,10
15,1,11
15,2,4
15,2,5
15,2,9
15,2,10
15,3,1
15,3,4
15,3,6
15,3,8
15,3,10
15,3,13
15,4,1
15,4,2
15,4,3
15,4,5
15,4,6
15,4,8
15,4,9
15,4,11
15,4,12
15,4,13
15,5,2
15,5,4
15,5,6
15,5,8
15,5,10
15,5,12
15,6,3
15,6,4
15,6,5
15,6,9
15,6,10
15,6,11
15,8,3
15,8,4
15,8,5
15,8,9
15,8,10
15,8,11
15,9,2
15,9,4
15,9,6
15,9,8
15,9,10
15,9,12
15,10,1
15,10,2
15,10,3
15,10,5
15,10,6
15,10,8
15,10,9
15,10,11
15,10,12
15,10,13
15,11,1
15,11,4
15,11,6
15,11,8
15,11,10
15,11,13
15,12,4
15,12,5
15,12,9
15,12,10
15,13,3
15,13,4
15,13,10
15,13,11
16,1,3
16,1,4
16,1,5
16,1,9
16,1,10
16,1,11
16,3,1
16,3,6
16,3,8
16,3,13
16,4,1
16,4,6
16,4,8
16,4,13
16,5,1
16,5,6
16,5,8
16,5,13
16,6,3
16,6,4
16,6,5
16,6,9
16,6,10
16,6,11
16,8,3
16,8,4
16,8,5
16,8,9
16,8,10
16,8,11
16,9,1
16,9,6
16,9,8
16,9,13
16,10,1
16,10,6
16,10,8
16,10,13
16,11,1
16,11,6
16,11,8
16,11,13
16,13,3
16,13,4
16,13,5
16,13,9
16,13,10
16,13,11
17,0,4
17,0,10
17,1,4
17,1,10
17,2,4
17,2,5
17,2,9
17,2,10
17,4,0
17,4,1
17,4,2
17,4,5
17,4,6
17,4,8
17,4,9
17,4,12
17,4,13
17,4,14
17,5,2
17,5,4
17,5,6
17,5,8
17,5,10
17,5,12
17,6,4
17,6,5
17,6,9
17,6,10
17,8,4
17,8,5
17,8,9
17,8,10
17,9,2
17,9,4
17,9,6
17,9,8
17,9,10
17,9,12
17,10,0
17,10,1
17,10,2
17,10,5
17,10,6
17,10,8
17,10,9
17,10,12
17,10,13
17,10,14
17,12,4
17,12,5
17,12,9
17,12,10
17,13,4
17,13,10
17,14,4
17,14,10
18,1,3
18,1,4
18,1,10
18,1,11
18,2,4
18,2,5
18,2,9
18,2,10
18,3,1
18,3,4
18,3,6
18,3,8
18,3,10
18,3,13
18,4,1
18,4,2
18,4,3
18,4,5
18,4,6
18,4,8
18,4,9
18,4,11
18,4,12
18,4,13
18,5,2
18,5,4
18,5,6
18,5,8
18,5,10
18,5,12
18,6,3
18,6,4
18,6,5
18,6,9
18,6,10
18,6,11
18,8,3
18,8,4
18,8,5
18,8,9
18,8,10
18,8,11
18,9,2
18,9,4
18,9,6
18,9,8
18,9,10
18,9,12
18,10,1
18,10,2
18,10,3
18,10,5
18,10,6
18,10,8
18,10,9
18,10,11
18,10,12
18,10,13
18,11,1
18,11,4
18,11,6
18,11,8
18,11,10
18,11,13
18,12,4
18,12,5
18,12,9
18,12,10
18,13,3
18,13,4
18,13,10
18,13,11
19,1,3
19,1,4
19,1,5
19,1,9
19,1,10
19,1,11
19,3,1
19,3,6
19,3,8
19,3,13
19,4,1
19,4,6
19,4,8
19,4,13
19,5,1
19,5,6
19,5,8
19,5,13
19,6,3
19,6,4
19,6,5
19,6,9
19,6,10
19,6,11
19,8,3
19,8,4
19,8,5
19,8,9
19,8,10
19,8,11
19,9,1
19,9,6
19,9,8
19,9,13
19,10,1
19,10,6
19,10,8
19,10,13
19,11,1
19,11,6
19,11,8
19,11,13
19,13,3
19,13,4
19,13,5
19,13,9
19,13,10
19,13,11
20,0,4
20,0,10
20,1,4
20,1,10
20,2,4
20,2,5
20,2,9
20,2,10
20,4,0
20,4,1
20,4,2
20,4,5
20,4,6
20,4,8
20,4,9
20,4,12
20,4,13
20,4,14
20,5,2
20,5,4
20,5,6
20,5,8
20,5,10
20,5,12
20,6,4
20,6,5
20,6,9
20,6,10
20,8,4
20,8,5
20,8,9
20,8,10
20,9,2
20,9,4
20,9,6
20,9,8
20,9,10
20,9,12
20,10,0
20,10,1
20,10,2
20,10,5
20,10,6
20,10,8
20,10,9
20,10,12
20,10,13
20,10,14
20,12,4
20,12,5
20,12,9
20,12,10
20,13,4
20,13,10
20,14,4
20,14,10
21,1,3
21,1,4
21,1,10
21,1,11
21,2,4
21,2,5
21,2,9
21,2,10
21,3,1
21,3,4
21,3,6
21,3,8
21,3,10
21,3,13
21,4,1
21,4,2
21,4,3
21,4,5
21,4,6
21,4,8
21,4,9
21,4,11
21,4,12
21,4,13
21,5,2
21,5,4
21,5,6
21,5,8
21,5,10
21,5,12
21,6,3
21,6,4
21,6,5
21,6,9
21,6,10
21,6,11
21,8,3
21,8,4
21,8,5
21,8,9
21,8,10
21,8,11
21,9,2
21,9,4
21,9,6
21,9,8
21,9,10
21,9,12
21,10,1
21,10,2
21,10,3
21,10,5
21,10,6
21,10,8
21,10,9
21,10,11
21,10,12
21,10,13
21,11,1
21,11,4
21,11,6
21,11,8
21,11,10
21,11,13
21,12,4
21,12,5
21,12,9
21,12,10
21,13,3
21,13,4
21,13,10
21,13,11
22,1,3
22,1,4
22,1,5
22,1,9
22,1,10
22,1,11
22,3,1
22,3,6
22,3,8
22,3,13
22,4,1
22,4,6
22,4,8
22,4,13
22,5,1
22,5,6
22,5,8
22,5,13
22,6,3
22,6,4
22,6,5
22,6,9
22,6,10
22,6,11
22,8,3
22,8,4
22,8,5
22,8,9
22,8,10
22,8,11
22,9,1
22,9,6
22,9,8
22,9,13
22,10,1
22,10,6
22,10,8
22,10,13
22,11,1
22,11,6
22,11,8
22,11,13
22,13,3
22,13,4
22,13,5
22,13,9
22,13,10
22,13,11
23,0,4
23,0,10
23,1,4
23,1,10
23,2,4
23,2,5
23,2,9
23,2,10
23,4,0
23,4,1
23,4,2
23,4,5
23,4,6
23,4,8
23,4,9
23,4,12
23,4,13
23,4,14
23,5,2
23,5,4
23,5,6
23,5,8
23,5,10
23,5,12
23,6,4
23,6,5
23,6,9
23,6,10
23,8,4
23,8,5
23,8,9
23,8,10
23,9,2
23,9,4
23,9,6
23,9,8
23,9,10
23,9,12
23,10,0
23,10,1
23,10,2
23,10,5
23,10,6
23,10,8
23,10,9
23,10,12
23,10,13
23,10,14
23,12,4
23,12,5
23,12,9
23,12,10
23,13,4
23,13,10
23,14,4
23,14,10
24,1,3
24,1,4
24,1,10
24,1,11
24,2,4
24,2,5
24,2,9
24,2,10
24,3,1
24,3,4
24,3,6
24,3,8
24,3,10
24,3,13
24,4,1
24,4,2
24,4,3
24,4,5
24,4,6
24,4,8
24,4,9
24,4,11
24,4,12
24,4,13
24,5,2
24,5,4
24,5,6
24,5,8
24,5,10
24,5,12
24,6,3
24,6,4
24,6,5
24,6,9
24,6,10
24,6,11
24,8,3
24,8,4
24,8,5
24,8,9
24,8,10
24,8,11
24,9,2
24,9,4
24,9,6
24,9,8
24,9,10
24,9,12
24,10,1
24,10,2
24,10,3
24,10,5
24,10,6
24,10,8
24,10,9
24,10,11
24,10,12
24,10,13
24,11,1
24,11,4
24,11,6
24,11,8
24,11,10
24,11,13
24,12,4
24,12,5
24,12,9
24,12,10
24,13,3
24,13,4
24,13,10
24,13,11
25,1,3
25,1,4
25,1,5
25,1,9
25,1,10
25,1,11
25,3,1
25,3,6
25,3,8
25,3,13
25,4,1
25,4,6
25,4,8
25,4,13
25,5,1
25,5,6
25,5,8
25,5,13
25,6,3
25,6,4
25,6,5
25,6,9
25,6,10
25,6,11
25,8,3
25,8,4
25,8,5
25,8,9
25,8,10
25,8,11
25,9,1
25,9,6
25,9,8
25,9,13
25,10,1
25,10,6
25,10,8
25,10,13
25,11,1
25,11,6
25,11,8
25,11,13
25,13,3
25,13,4
25,13,5
25,13,9
25,13,10
25,13,11
26,0,4
26,0,10
26,1,4
26,1,10
26,2,4
26,2,5
26,2,9
26,2,10
26,4,0
26,4,1
26,4,2
26,4,5
26,4,6
26,4,8
26,4,9
26,4,12
26,4,13
26,4,14
26,5,2
26,5,4
26,5,6
26,5,8
26,5,10
26,5,12
26,6,4
26,6,5
26,6,9
26,6,10
26,8,4
26,8,5
26,8,9
26,8,10
26,9,2
26,9,4
26,9,6
26,9,8
26,9,10
26,9,12
26,10,0
26,10,1
26,10,2
26,10,5
26,10,6
26,10,8
26,10,9
26,10,12
26,10,13
26,10,14
26,12,4
26,12,5
26,12,9
26,12,10
26,13,4
26,13,10
26,14,4
26,14,10
27,1,3
27,1,4
27,1,10
27,1,11
27,2,4
27,2,5
27,2,9
27,2,10
27,3,1
27,3,4
27,3,6
27,3,8
27,3,10
27,3,13
27,4,1
27,4,2
27,4,3
27,4,5
27,4,6
27,4,8
27,4,9
27,4,11
27,4,12
27,4,13
27,5,2
27,5,4
27,5,6
27,5,8
27,5,10
27,5,12
27,6,3
27,6,4
27,6,5
27,6,9
27,6,10
27,6,11
27,8,3
27,8,4
27,8,5
27,8,9
27,8,10
27,8,11
27,9,2
27,9,4
27,9,6
27,9,8
27,9,10
27,9,12
27,10,1
27,10,2
27,10,3
27,10,5
27,10,6
27,10,8
27,10,9
27,10,11
27,10,12
27,10,13
27,11,1
27,11,4
27,11,6
27,11,8
27,11,10
27,11,13
27,12,4
27,12,5
27,12,9
27,12,10
27,13,3
27,13,4
27,13,10
27,13,11
28,1,3
28,1,4
28,1,5
28,1,9
28,1,10
28,1,11
28,3,1
28,3,6
28,3,8
28,3,13
28,4,1
28,4,6
28,4,8
28,4,13
28,5,1
28,5,6
28,5,8
28,5,13
28,6,3
28,6,4
28,6,5
28,6,9
28,6,10
28,6,11
28,8,3
28,8,4
28,8,5
28,8,9
28,8,10
28,8,11
28,9,1
28,9,6
28,9,8
28,9,13
28,10,1
28,10,6
28,10,8
28,10,13
28,11,1
28,11,6
28,11,8
28,11,13
28,13,3
28,13,4
28,13,5
28,13,9
28,13,10
28,13,11
29,0,4
29,0,10
29,1,4
29,1,10
29,2,4
29,2,5
29,2,9
29,2,10
29,4,0
29,4,1
29,4,2
29,4,5
29,4,6
29,4,8
29,4,9
29,4,12
29,4,13
29,4,14
29,5,2
29,5,4
29,5,6
29,5,8
29,5,10
29,5,12
29,6,4
29,6,5
29,6,9
29,6,10
29,8,4
29,8,5
29,8,9
29,8,10
29,9,2
29,9,4
29,9,6
29,9,8
29,9,10
29,9,12
29,10,0
29,10,1
29,10,2
29,10,5
29,10,6
29,10,8
29,10,9
29,10,12
29,10,13
29,10,14
29,12,4
29,12,5
29,12,9
29,12,10
29,13,4
29,13,10
29,14,4
29,14,10
30,1,3
30,1,4
30,1,10
30,1,11
30,2,4
30,2,5
30,2,9
30,2,10
30,3,1
30,3,4
30,3,6
30,3,8
30,3,10
30,3,13
30,4,1
30,4,2
30,4,3
30,4,5
30,4,6
30,4,8
30,4,9
30,4,11
30,4,12
30,4,13
30,5,2
30,5,4
30,5,6
30,5,8
30,5,10
30,5,12
30,6,3
30,6,4
30,6,5
30,6,9
30,6,10
30,6,11
30,8,3
30,8,4
30,8,5
30,8,9
30,8,10
30,8,11
30,9,2
30,9,4
30,9,6
30,9,8
30,9,10
30,9,12
30,10,1
30,10,2
30,10,3
30,10,5
30,10,6
30,10,8
30,10,9
30,10,11
30,10,12
30,10,13
30,11,1
30,11,4
30,11,6
30,11,8
30,11,10
30,11,13
30,12,4
30,12,5
30,12,9
30,12,10
30,13,3
30,13,4
30,13,10
30,13,11
31,1,3
31,1,4
31,1,5
31,1,9
31,1,10
31,1,11
31,3,1
31,3,6
31,3,8
31,3,13
31,4,1
31,4,6
31,4,8
31,4,13
31,5,1
31,5,6
31,5,8
31,5,13
31,6,3
31,6,4
31,6,5
31,6,9
31,6,10
31,6,11
31,8,3
31,8,4
31,8,5
31,8,9
31,8,10
31,8,11
31,9,1
31,9,6
31,9,8
31,9,13
31,10,1
31,10,6
31,10,8
31,10,13
31,11,1
31,11,6
31,11,8
31,11,13
31,13,3
31,13,4
31,13,5
31,13,9
31,13,10
31,13,11
32,0,4
32,0,10
32,1,4
32,1,10
32,2,4
32,2,5
32,2,9
32,2,10
32,4,0
32,4,1
32,4,2
32,4,5
32,4,6
32,4,8
32,4,9
32,4,12
32,4,13
32,4,14
32,5,2
32,5,4
32,5,6
32,5,8
32,5,10
32,5,12
32,6,4
32,6,5
32,6,9
32,6,10
32,8,4
32,8,5
32,8,9
32,8,10
32,9,2
32,9,4
32,9,6
32,9,8
32,9,10
32,9,12
32,10,0
32,10,1
32,10,2
32,10,5
32,10,6
32,10,8
32,10,9
32,10,12
32,10,13
32,10,14
32,12,4
32,12,5
32,12,9
32,12,10
32,13,4
32,13,10
32,14,4
32,14,10
33,1,3
33,1,4
33,1,10
33,1,11
33,2,4
33,2,5
33,2,9
33,2,10
33,3,1
33,3,4
33,3,6
33,3,8
33,3,10
33,3,13
33,4,1
33,4,2
33,4,3
33,4,5
33,4,6
33,4,8
33,4,9
33,4,11
33,4,12
33,4,13
33,5,2
33,5,4
33,5,6
33,5,8
33,5,10
33,5,12
33,6,3
33,6,4
33,6,5
33,6,9
33,6,10
33,6,11
33,8,3
33,8,4
33,8,5
33,8,9
33,8,10
33,8,11
33,9,2
33,9,4
33,9,6
33,9,8
33,9,10
33,9,12
33,10,1
33,10,2
33,10,3
33,10,5
33,10,6
33,10,8
33,10,9
33,10,11
33,10,12
33,10,13
33,11,1
33,11,4
33,11,6
33,11,8
33,11,10
33,11,13
33,12,4
33,12,5
33,12,9
33,12,10
33,13,3
33,13,4
33,13,10
33,13,11
34,1,3
34,1,4
34,1,5
34,1,9
34,1,10
34,1,11
34,3,1
34,3,6
34,3,8
34,3,13
34,4,1
34,4,6
34,4,8
34,4,13
34,5,1
34,5,6
34,5,8
34,5,13
34,6,3
34,6,4
34,6,5
34,6,9
34,6,10
34,6,11
34,8,3
34,8,4
34,8,5
34,8,9
34,8,10
34,8,11
34,9,1
34,9,6
34,9,8
34,9,13
34,10,1
34,10,6
34,10,8
34,10,13
34,11,1
34,11,6
34,11,8
34,11,13
34,13,3
34,13,4
34,13,5
34,13,9
34,13,10
34,13,11
35,0,4
35,0,10
35,1,4
35,1,10
35,2,4
35,2,5
35,2,9
35,2,10
35,4,0
35,4,1
35,4,2
35,4,5
35,4,6
35,4,8
35,4,9
35,4,12
35,4,13
35,4,14
35,5,2
35,5,4
35,5,6
35,5,8
35,5,10
35,5,12
35,6,4
35,6,5
35,6,9
35,6,10
35,8,4
35,8,5
35,8,9
35,8,10
35,9,2
35,9,4
35,9,6
35,9,8
35,9,10
35,9,12
35,10,0
35,10,1
35,10,2
35,10,5
35,10,6
35,10,8
35,10,9
35,10,12
35,10,13
35,10,14
35,12,4
35,12,5
35,12,9
35,12,10
35,13,4
35,13,10
35,14,4
35,14,10
36,1,3
36,1,4
36,1,10
36,1,11
36,2,4
36,2,5
36,2,9
36,2,10
36,3,1
36,3,4
36,3,6
36,3,8
36,3,10
36,3,13
36,4,1
36,4,2
36,4,3
36,4,5
36,4,6
36,4,8
36,4,9
36,4,11
36,4,12
36,4,13
36,5,2
36,5,4
36,5,6
36,5,8
36,5,10
36,5,12
36,6,3
36,6,4
36,6,5
36,6,9
36,6,10
36,6,11
36,8,3
36,8,4
36,8,5
36,8,9
36,8,10
36,8,11
36,9,2
36,9,4
36,9,6
36,9,8
36,9,10
36,9,12
36,10,1
36,10,2
36,10,3
36,10,5
36,10,6
36,10,8
36,10,9
36,10,11
36,10,12
36,10,13
36,11,1
36,11,4
36,11,6
36,11,8
36,11,10
36,11,13
36,12,4
36,12,5
36,12,9
36,12,10
36,13,3
36,13,4
36,13,10
36,13,11
37,1,3
37,1,4
37,1,5
37,1,9
37,1,10
37,1,11
37,3,1
37,3,6
37,3,8
37,3,13
37,4,1
37,4,6
37,4,8
37,4,13
37,5,1
37,5,6
37,5,8
37,5,13
37,6,3
37,6,4
37,6,5
37,6,9
37,6,10
37,6,11
37,8,3
37,8,4
37,8,5
37,8,9
37,8,10
37,8,11
37,9,1
37,9,6
37,9,8
37,9,13
37,10,1
37,10,6
37,10,8
37,10,13
37,11,1
37,11,6
37,11,8
37,11,13
37,13,3
37,13,4
37,13,5
37,13,9
37,13,10
37,13,11
38,0,4
38,0,10
38,1,4
38,1,10
38,2,4
38,2,5
38,2,9
38,2,10
38,4,0
38,4,1
38,4,2
38,4,5
38,4,6
38,4,8
38,4,9
38,4,12
38,4,13
38,4,14
38,5,2
38,5,4
38,5,6
38,5,8
38,5,10
38,5,12
38,6,4
38,6,5
38,6,9
38,6,10
38,8,4
38,8,5
38,8,9
38,8,10
38,9,2
38,9,4
38,9,6
38,9,8
38,9,10
38,9,12
38,10,0
38,10,1
38,10,2
38,10,5
38,10,6
38,10,8
38,10,9
38,10,12
38,10,13
38,10,14
38,12,4
38,12,5
38,12,9
38,12,10
38,13,4
38,13,10
38,14,4
38,14,10
39,1,3
39,1,4
39,1,10
39,1,11
39,2,4
39,2,5
39,2,9
39,2,10
39,3,1
39,3,4
39,3,6
39,3,8
39,3,10
39,3,13
39,4,1
39,4,2
39,4,3
39,4,5
39,4,6
39,4,8
39,4,9
39,4,11
39,4,12
39,4,13
39,5,2
39,5,4
39,5,6
39,5,8
39,5,10
39,5,12
39,6,3
39,6,4
39,6,5
39,6,9
39,6,10
39,6,11
39,8,3
39,8,4
39,8,5
39,8,9
39,8,10
39,8,11
39,9,2
39,9,4
39,9,6
39,9,8
39,9,10
39,9,12
39,10,1
39,10,2
39,10,3
39,10,5
39,10,6
39,10,8
39,10,9
39,10,11
39,10,12
39,10,13
39,11,1
39,11,4
39,11,6
39,11,8
39,11,10
39,11,13
39,12,4
39,12,5
39,12,9
39,12,10
39,13,3
39,13,4
39,13,10
39,13,11
40,1,3
40,1,4
40,1,5
40,1,9
40,1,10
40,1,11
40,3,1
40,3,6
40,3,8
40,3,13
40,4,1
40,4,6
40,4,8
40,4,13
40,5,1
40,5,6
40,5,8
40,5,13
40,6,3
40,6,4
40,6,5
40,6,9
40,6,10
40,6,11
40,8,3
40,8,4
40,8,5
40,8,9
40,8,10
40,8,11
40,9,1
40,9,6
40,9,8
40,9,13
40,10,1
40,10,6
40,10,8
40,10,13
40,11,1
40,11,6
40,11,8
40,11,13
40,13,3
