step,i,j
7,4,7
7,4,8
7,4,9
7,5,1
7,5,10
7,6,1
7,6,10
7,7,2
7,7,3
7,7,4
7,7,7
7,7,8
7,7,9
7,8,4
7,8,5
7,8,6
7,8,7
7,9,4
7,9,7
7,10,5
7,10,6
8,1,5
8,1,6
8,2,4
8,2,7
8,4,2
8,4,3
8,4,4
8,4,7
8,4,8
8,4,9
8,5,1
8,5,3
8,5,8
8,5,10
8,6,1
8,6,3
8,6,8
8,6,10
8,7,2
8,7,3
8,7,4
8,7,7
8,7,8
8,7,9
8,9,4
8,9,7
8,10,5
8,10,6
9,1,5
9,1,6
9,2,5
9,2,6
9,3,4
9,3,7
9,4,2
9,4,3
9,4,4
9,4,7
9,4,8
9,4,9
9,5,1
9,5,10
9,6,1
9,6,10
9,7,2
9,7,3
9,7,4
9,7,7
9,7,8
9,7,9
9,8,4
9,8,7
9,9,5
9,9,6
9,10,5
9,10,6
10,1,5
10,1,6
10,2,4
10,2,7
10,3,4
10,3,7
10,4,2
10,4,3
10,4,4
10,4,7
10,4,8
10,4,9
10,5,1
10,5,3
10,5,8
10,5,10
10,6,1
10,6,3
10,6,8
10,6,10
10,7,2
10,7,3
10,7,4
10,7,7
10,7,8
10,7,9
10,8,4
10,8,7
10,9,4
10,9,7
10,10,5
10,10,6
11,1,5
11,1,6
11,2,4
11,2,7
11,3,4
11,3,5
11,3,6
11,3,7
11,4,2
11,4,4
11,4,7
11,4,9
11,5,1
11,5,10
11,6,1
11,6,10
11,7,2
11,7,4
11,7,7
11,7,9
11,8,4
11,8,5
11,8,6
11,8,7
11,9,4
11,9,7
11,10,5
11,10,6
12,1,5
12,1,6
12,2,4
12,2,7
12,3,4
12,3,7
12,4,3
12,4,4
12,4,7
12,4,8
12,5,1
12,5,2
12,5,9
12,5,10
12,6,1
12,6,2
12,6,9
12,6,10
12,7,3
12,7,4
12,7,7
12,7,8
12,8,4
12,8,7
12,9,4
12,9,7
12,10,5
12,10,6
13,1,5
13,1,6
13,2,4
13,2,7
13,3,4
13,3,5
13,3,6
13,3,7
13,4,2
13,4,3
13,4,4
13,4,7
13,4,8
13,4,9
13,5,1
13,5,10
13,6,1
13,6,10
13,7,2
13,7,3
13,7,4
13,7,7
13,7,8
13,7,9
13,8,4
13,8,5
13,8,6
13,8,7
13,9,4
13,9,7
13,10,5
13,10,6
14,1,5
14,1,6
14,2,4
14,2,7
14,4,2
14,4,3
14,4,4
14,4,7
14,4,8
14,4,9
14,5,1
14,5,3
14,5,8
14,5,10
14,6,1
14,6,3
14,6,8
14,6,10
14,7,2
14,7,3
14,7,4
14,7,7
14,7,8
14,7,9
14,9,4
14,9,7
14,10,5
14,10,6
15,1,5
15,1,6
15,2,5
15,2,6
15,3,4
15,3,7
15,4,2
15,4,3
15,4,4
15,4,7
15,4,8
15,4,9
15,5,1
15,5,10
15,6,1
15,6,10
15,7,2
15,7,3
15,7,4
15,7,7
15,7,8
15,7,9
15,8,4
15,8,7
15,9,5
15,9,6
15,10,5
15,10,6
16,1,5
16,1,6
16,2,4
16,2,7
16,3,4
16,3,7
16,4,2
16,4,3
16,4,4
16,4,7
16,4,8
16,4,9
16,5,1
16,5,3
16,5,8
16,5,10
16,6,1
16,6,3
16,6,8
16,6,10
16,7,2
16,7,3
16,7,4
16,7,7
16,7,8
16,7,9
16,8,4
16,8,7
16,9,4
16,9,7
16,10,5
16,10,6
17,1,5
17,1,6
17,2,4
17,2,7
17,3,4
17,3,5
17,3,6
17,3,7
17,4,2
17,4,4
17,4,7
17,4,9
17,5,1
17,5,10
17,6,1
17,6,10
17,7,2
17,7,4
17,7,7
17,7,9
17,8,4
17,8,5
17,8,6
17,8,7
17,9,4
17,9,7
17,10,5
17,10,6
18,1,5
18,1,6
18,2,4
18,2,7
18,3,4
18,3,7
18,4,3
18,4,4
18,4,7
18,4,8
18,5,1
18,5,2
18,5,9
18,5,10
18,6,1
18,6,2
18,6,9
18,6,10
18,7,3
18,7,4
18,7,7
18,7,8
18,8,4
18,8,7
18,9,4
18,9,7
18,10,5
18,10,6
19,1,5
19,1,6
19,2,4
19,2,7
19,3,4
19,3,5
19,3,6
19,3,7
19,4,2
19,4,3
19,4,4
19,4,7
19,4,8
19,4,9
19,5,1
19,5,10
19,6,1
19,6,10
19,7,2
19,7,3
19,7,4
19,7,7
19,7,8
19,7,9
19,8,4
19,8,5
19,8,6
19,8,7
19,9,4
19,9,7
19,10,5
19,10,6
20,1,5
20,1,6
20,2,4
20,2,7
20,4,2
20,4,3
20,4,4
20,4,7
20,4,8
20,4,9
20,5,1
20,5,3
20,5,8
20,5,10
20,6,1
20,6,3
20,6,8
20,6,10
20,7,2
20,7,3
20,7,4
20,7,7
20,7,8
20,7,9
20,9,4
20,9,7
20,10,5
20,10,6
21,1,5
21,1,6
21,2,5
21,2,6
21,3,4
21,3,7
21,4,2
21,4,3
21,4,4
21,4,7
21,4,8
21,4,9
21,5,1
21,5,10
21,6,1
21,6,10
21,7,2
21,7,3
21,7,4
21,7,7
21,7,8
21,7,9
21,8,4
21,8,7
21,9,5
21,9,6
21,10,5
21,10,6
22,1,5
22,1,6
22,2,4
22,2,7
22,3,4
22,3,7
22,4,2
22,4,3
22,4,4
22,4,7
22,4,8
22,4,9
22,5,1
22,5,3
22,5,8
22,5,10
22,6,1
22,6,3
22,6,8
22,6,10
22,7,2
22,7,3
22,7,4
22,7,7
22,7,8
22,7,9
22,8,4
22,8,7
22,9,4
22,9,7
22,10,5
22,10,6
23,1,5
23,1,6
23,2,4
23,2,7
23,3,4
23,3,5
23,3,6
23,3,7
23,4,2
23,4,4
23,4,7
23,4,9
23,5,1
23,5,10
23,6,1
23,6,10
23,7,2
23,7,4
23,7,7
23,7,9
23,8,4
23,8,5
23,8,6
23,8,7
23,9,4
23,9,7
23,10,5
23,10,6
24,1,5
24,1,6
24,2,4
24,2,7
24,3,4
24,3,7
24,4,3
24,4,4
24,4,7
24,4,8
24,5,1
24,5,2
24,5,9
24,5,10
24,6,1
24,6,2
24,6,9
24,6,10
24,7,3
24,7,4
24,7,7
24,7,8
24,8,4
24,8,7
24,9,4
24,9,7
24,10,5
24,10,6
25,1,5
25,1,6
25,2,4
25,2,7
25,3,4
25,3,5
25,3,6
25,3,7
25,4,2
25,4,3
25,4,4
25,4,7
25,4,8
25,4,9
25,5,1
25,5,10
25,6,1
25,6,10
25,7,2
25,7,3
25,7,4
25,7,7
25,7,8
25,7,9
25,8,4
25,8,5
25,8,6
25,8,7
25,9,4
25,9,7
25,10,5
25,10,6
26,1,5
26,1,6
26,2,4
26,2,7
26,4,2
26,4,3
26,4,4
26,4,7
26,4,8
26,4,9
26,5,1
26,5,3
26,5,8
26,5,10
26,6,1
26,6,3
26,6,8
26,6,10
26,7,2
26,7,3
26,7,4
26,7,7
26,7,8
26,7,9
26,9,4
26,9,7
26,10,5
26,10,6
27,1,5
27,1,6
27,2,5
27,2,6
27,3,4
27,3,7
27,4,2
27,4,3
27,4,4
27,4,7
27,4,8
27,4,9
27,5,1
27,5,10
27,6,1
27,6,10
27,7,2
27,7,3
27,7,4
27,7,7
27,7,8
27,7,9
27,8,4
27,8,7
27,9,5
27,9,6
27,10,5
27,10,6
28,1,5
28,1,6
28,2,4
28,2,7
28,3,4
28,3,7
28,4,2
28,4,3
28,4,4
28,4,7
28,4,8
28,4,9
28,5,1
28,5,3
28,5,8
28,5,10
28,6,1
28,6,3
28,6,8
28,6,10
28,7,2
28,7,3
28,7,4
28,7,7
28,7,8
28,7,9
28,8,4
28,8,7
28,9,4
28,9,7
28,10,5
28,10,6
29,1,5
29,1,6
29,2,4
29,2,7
29,3,4
29,3,5
29,3,6
29,3,7
29,4,2
29,4,4
29,4,7
29,4,9
29,5,1
29,5,10
29,6,1
29,6,10
29,7,2
29,7,4
29,7,7
29,7,9
29,8,4
29,8,5
29,8,6
29,8,7
29,9,4
29,9,7
29,10,5
29,10,6
30,1,5
30,1,6
30,2,4
30,2,7
30,3,4
30,3,7
30,4,3
30,4,4
30,4,7
30,4,8
30,5,1
30,5,2
30,5,9
30,5,10
30,6,1
30,6,2
30,6,9
30,6,10
30,7,3
30,7,4
30,7,7
30,7,8
30,8,4
30,8,7
30,9,4
30,9,7
30,10,5
30,10,6
31,1,5
31,1,6
31,2,4
31,2,7
31,3,4
31,3,5
31,3,6
31,3,7
31,4,2
31,4,3
31,4,4
31,4,7
31,4,8
31,4,9
31,5,1
31,5,10
31,6,1
31,6,10
31,7,2
31,7,3
31,7,4
31,7,7
31,7,8
31,7,9
31,8,4
31,8,5
31,8,6
31,8,7
31,9,4
31,9,7
31,10,5
31,10,6
32,1,5
32,1,6
32,2,4
32,2,7
32,4,2
32,4,3
32,4,4
32,4,7
32,4,8
32,4,9
32,5,1
32,5,3
32,5,8
32,5,10
32,6,1
32,6,3
32,6,8
32,6,10
32,7,2
32,7,3
32,7,4
32,7,7
32,7,8
32,7,9
32,9,4
32,9,7
32,10,5
32,10,6
33,1,5
33,1,6
33,2,5
33,2,6
33,3,4
33,3,7
33,4,2
33,4,3
33,4,4
33,4,7
33,4,8
33,4,9
33,5,1
33,5,10
33,6,1
33,6,10
33,7,2
33,7,3
33,7,4
33,7,7
33,7,8
33,7,9
33,8,4
33,8,7
33,9,5
33,9,6
33,10,5
33,10,6
34,1,5
34,1,6
34,2,4
34,2,7
34,3,4
34,3,7
34,4,2
34,4,3
34,4,4
34,4,7
34,4,8
34,4,9
34,5,1
34,5,3
34,5,8
34,5,10
34,6,1
34,6,3
34,6,8
34,6,10
34,7,2
34,7,3
34,7,4
34,7,7
34,7,8
34,7,9
34,8,4
34,8,7
34,9,4
34,9,7
34,10,5
34,10,6
35,1,5
35,1,6
35,2,4
35,2,7
35,3,4
35,3,5
35,3,6
35,3,7
35,4,2
35,4,4
35,4,7
35,4,9
35,5,1
35,5,10
35,6,1
35,6,10
35,7,2
35,7,4
35,7,7
35,7,9
35,8,4
35,8,5
35,8,6
35,8,7
35,9,4
35,9,7
35,10,5
35,10,6
36,1,5
36,1,6
36,2,4
36,2,7
36,3,4
36,3,7
36,4,3
36,4,4
36,4,7
36,4,8
36,5,1
36,5,2
36,5,9
36,5,10
36,6,1
36,6,2
36,6,9
36,6,10
36,7,3
36,7,4
36,7,7
36,7,8
36,8,4
36,8,7
36,9,4
36,9,7
36,10,5
36,10,6
37,1,5
37,1,6
37,2,4
37,2,7
37,3,4
37,3,5
37,3,6
37,3,7
37,4,2
37,4,3
37,4,4
37,4,7
37,4,8
37,4,9
37,5,1
37,5,10
37,6,1
37,6,10
37,7,2
37,7,3
37,7,4
37,7,7
37,7,8
37,7,9
37,8,4
37,8,5
37,8,6
37,8,7
37,9,4
37,9,7
37,10,5
37,10,6
38,1,5
38,1,6
38,2,4
38,2,7
38,4,2
38,4,3
38,4,4
38,4,7
38,4,8
38,4,9
38,5,1
38,5,3
38,5,8
38,5,10
38,6,1
38,6,3
38,6,8
38,6,10
38,7,2
38,7,3
38,7,4
38,7,7
38,7,8
38,7,9
38,9,4
38,9,7
38,10,5
38,10,6
39,1,5
39,1,6
39,2,5
39,2,6
39,3,4
39,3,7
39,4,2
39,4,3
39,4,4
39,4,7
39,4,8
39,4,9
39,5,1
39,5,10
39,6,1
39,6,10
39,7,2
39,7,3
39,7,4
39,7,7
39,7,8
39,7,9
39,8,4
39,8,7
39,9,5
39,9,6
39,10,5
39,10,6
40,1,5
40,1,6
40,2,4
40,2,7
40,3,4
40,3,7
40,4,2
40,4,3
40,4,4
40,4,7
40,4,8
40,4,9
40,5,1
40,5,3
40,5,8
40,5,10
40,6,1
40,6,3
40,6,8
40,6,10
40,7,2
40,7,3
40,7,4
40,7,7
40,7,8
40,7,9
40,8,4
40,8,7
40,9,4
40,9,7
40,10,5
40,10,6
41,1,5
41,1,6
41,2,4
41,2,7
41,3,4
41,3,5
41,3,6
41,3,7
41,4,2
41,4,4
41,4,7
41,4,9
41,5,1
41,5,10
41,6,1
41,6,10
41,7,2
41,7,4
41,7,7
41,7,9
41,8,4
41,8,5
41,8,6
41,8,7
41,9,4
41,9,7
41,10,5
41,10,6
42,1,5
42,1,6
42,2,4
42,2,7
42,3,4
42,3,7
42,4,3
42,4,4
42,4,7
42,4,8
42,5,1
42,5,2
42,5,9
42,5,10
42,6,1
42,6,2
42,6,9
42,6,10
42,7,3
42,7,4
42,7,7
42,7,8
42,8,4
42,8,7
42,9,4
42,9,7
42,10,5
42,10,6
43,1,5
43,1,6
43,2,4
43,2,7
43,3,4
43,3,5
43,3,6
43,3,7
43,4,2
43,4,3
43,4,4
43,4,7
43,4,8
43,4,9
43,5,1
43,5,10
43,6,1
43,6,10
43,7,2
43,7,3
43,7,4
43,7,7
43,7,8
43,7,9
43,8,4
43,8,5
43,8,6
43,8,7
43,9,4
43,9,7
43,10,5
43,10,6
44,1,5
44,1,6
44,2,4
44,2,7
44,4,2
44,4,3
44,4,4
44,4,7
44,4,8
44,4,9
44,5,1
44,5,3
44,5,8
44,5,10
44,6,1
44,6,3
44,6,8
44,6,10
44,7,2
44,7,3
44,7,4
44,7,7
44,7,8
44,7,9
44,9,4
44,9,7
44,10,5
44,10,6
45,1,5
45,1,6
45,2,5
45,2,6
45,3,4
45,3,7
45,4,2
45,4,3
45,4,4
45,4,7
45,4,8
45,4,9
45,5,1
45,5,10
45,6,1
45,6,10
45,7,2
45,7,3
45,7,4
45,7,7
45,7,8
45,7,9
45,8,4
45,8,7
45,9,5
45,9,6
45,10,5
45,10,6
46,1,5
46,1,6
46,2,4
46,2,7
46,3,4
46,3,7
46,4,2
46,4,3
46,4,4
46,4,7
46,4,8
46,4,9
46,5,1
46,5,3
46,5,8
46,5,10
46,6,1
46,6,3
46,6,8
46,6,10
46,7,2
46,7,3
46,7,4
46,7,7
46,7,8
46,7,9
46,8,4
46,8,7
46,9,4
46,9,7
46,10,5
46,10,6
47,1,5
47,1,6
47,2,4
47,2,7
47,3,4
47,3,5
47,3,6
47,3,7
47,4,2
47,4,4
47,4,7
47,4,9
47,5,1
47,5,10
47,6,1
47,6,10
47,7,2
47,7,4
47,7,7
47,7,9
47,8,4
47,8,5
47,8,6
47,8,7
47,9,4
47,9,7
47,10,5
47,10,6
48,1,5
48,1,6
48,2,4
48,2,7
48,3,4
48,3,7
48,4,3
48,4,4
48,4,7
48,4,8
48,5,1
48,5,2
48,5,9
48,5,10
48,6,1
48,6,2
48,6,9
48,6,10
48,7,3
48,7,4
48,7,7
48,7,8
48,8,4
48,8,7
48,9,4
48,9,7
48,10,5
48,10,6
49,1,5
49,1,6
49,2,4
49,2,7
49,3,4
49,3,5
49,3,6
49,3,7
49,4,2
49,4,3
49,4,4
49,4,7
49,4,8
49,4,9
49,5,1
49,5,10
49,6,1
49,6,10
49,7,2
49,7,3
49,7,4
49,7,7
49,7,8
49,7,9
49,8,4
49,8,5
49,8,6
49,8,7
49,9,4
49,9,7
49,10,5
49,10,6
50,1,5
50,1,6
50,2,4
50,2,7
50,4,2
50,4,3
50,4,4
50,4,7
50,4,8
50,4,9
50,5,1
50,5,3
50,5,8
50,5,10
50,6,1
50,6,3
50,6,8
50,6,10
50,7,2
50,7,3
50,7,4
50,7,7
50,7,8
50,7,9
50,9,4
50,9,7
50,10,5
50,10,6
51,1,5
51,1,6
51,2,5
51,2,6
51,3,4
51,3,7
51,4,2
51,4,3
51,4,4
51,4,7
51,4,8
51,4,9
51,5,1
51,5,10
51,6,1
51,6,10
51,7,2
51,7,3
51,7,4
51,7,7
51,7,8
51,7,9
51,8,4
51,8,7
51,9,5
51,9,6
51,10,5
51,10,6
52,1,5
52,1,6
52,2,4
52,2,7
52,3,4
52,3,7
52,4,2
52,4,3
52,4,4
52,4,7
52,4,8
52,4,9
52,5,1
52,5,3
52,5,8
52,5,10
52,6,1
52,6,3
52,6,8
52,6,10
52,7,2
52,7,3
52,7,4
52,7,7
52,7,8
52,7,9
52,8,4
52,8,7
52,9,4
52,9,7
52,10,5
52,10,6
53,1,5
53,1,6
53,2,4
53,2,7
53,3,4
53,3,5
53,3,6
53,3,7
53,4,2
53,4,4
53,4,7
53,4,9
53,5,1
53,5,10
53,6,1
53,6,10
53,7,2
53,7,4
53,7,7
53,7,9
53,8,4
53,8,5
53,8,6
53,8,7
53,9,4
53,9,7
53,10,5
53,10,6
54,1,5
54,1,6
54,2,4
54,2,7
54,3,4
54,3,7
54,4,3
54,4,4
54,4,7
54,4,8
54,5,1
54,5,2
54,5,9
54,5,10
54,6,1
54,6,2
54,6,9
54,6,10
54,7,3
54,7,4
54,7,7
54,7,8
54,8,4
54,8,7
54,9,4
54,9,7
54,10,5
54,10,6
55,1,5
55,1,6
55,2,4
55,2,7
55,3,4
55,3,5
55,3,6
55,3,7
55,4,2
55,4,3
55,4,4
55,4,7
55,4,8
55,4,9
55,5,1
55,5,10
55,6,1
55,6,10
55,7,2
55,7,3
55,7,4
55,7,7
55,7,8
55,7,9
55,8,4
55,8,5
55,8,6
55,8,7
55,9,4
55,9,7
55,10,5
55,10,6
56,1,5
56,1,6
56,2,4
56,2,7
56,4,2
56,4,3
56,4,4
56,4,7
56,4,8
56,4,9
56,5,1
56,5,3
56,5,8
56,5,10
56,6,1
56,6,3
56,6,8
56,6,10
56,7,2
56,7,3
56,7,4
56,7,7
56,7,8
56,7,9
56,9,4
56,9,7
56,10,5
56,10,6
57,1,5
57,1,6
57,2,5
57,2,6
57,3,4
57,3,7
57,4,2
57,4,3
57,4,4
57,4,7
57,4,8
57,4,9
57,5,1
57,5,10
57,6,1
57,6,10
57,7,2
57,7,3
57,7,4
57,7,7
57,7,8
57,7,9
57,8,4
57,8,7
57,9,5
57,9,6
57,10,5
57,10,6
58,1,5
58,1,6
58,2,4
58,2,7
58,3,4
58,3,7
58,4,2
58,4,3
58,4,4
58,4,7
58,4,8
58,4,9
58,5,1
58,5,3
58,5,8
58,5,10
58,6,1
58,6,3
58,6,8
58,6,10
58,7,2
58,7,3
58,7,4
58,7,7
58,7,8
58,7,9
58,8,4
58,8,7
58,9,4
58,9,7
58,10,5
58,10,6
59,1,5
59,1,6
59,2,4
59,2,7
59,3,4
59,3,5
59,3,6
59,3,7
59,4,2
59,4,4
59,4,7
59,4,9
59,5,1
59,5,10
59,6,1
59,6,10
59,7,2
59,7,4
59,7,7
59,7,9
59,8,4
59,8,5
59,8,6
59,8,7
59,9,4
59,9,7
59,10,5
59,10,6
60,1,5
60,1,6
60,2,4
60,2,7
60,3,4
60,3,7
60,4,3
60,4,4
60,4,7
60,4,8
60,5,1
60,5,2
60,5,9
60,5,10
60,6,1
60,6,2
60,6,9
60,6,10
60,7,3
60,7,4
60,7,7
60,7,8
60,8,4
60,8,7
60,9,4
60,9,7
60,10,5
60,10,6
61,1,5
61,1,6
61,2,4
61,2,7
61,3,4
61,3,5
61,3,6
61,3,7
61,4,2
61,4,3
61,4,4
61,4,7
61,4,8
61,4,9
61,5,1
61,5,10
61,6,1
61,6,10
61,7,2
61,7,3
61,7,4
61,7,7
61,7,8
61,7,9
61,8,4
61,8,5
61,8,6
61,8,7
61,9,4
61,9,7
61,10,5
61,10,6
62,1,5
62,1,6
62,2,4
62,2,7
62,4,2
62,4,3
62,4,4
62,4,7
62,4,8
62,4,9
62,5,1
62,5,3
62,5,8
62,5,10
62,6,1
62,6,3
62,6,8
62,6,10
62,7,2
62,7,3
62,7,4
62,7,7
62,7,8
62,7,9
62,9,4
62,9,7
62,10,5
62,10,6
63,1,5
63,1,6
63,2,5
63,2,6
63,3,4
63,3,7
63,4,2
63,4,3
63,4,4
63,4,7
63,4,8
63,4,9
63,5,1
63,5,10
63,6,1
63,6,10
63,7,2
63,7,3
63,7,4
63,7,7
63,7,8
63,7,9
63,8,4
63,8,7
63,9,5
63,9,6
63,10,5
63,10,6
64,1,5
64,1,6
64,2,4
64,2,7
64,3,4
64,3,7
64,4,2
64,4,3
64,4,4
64,4,7
64,4,8
64,4,9
64,5,1
64,5,3
64,5,8
64,5,10
64,6,1
64,6,3
64,6,8
64,6,10
64,7,2
64,7,3
64,7,4
64,7,7
64,7,8
64,7,9
64,8,4
64,8,7
64,9,4
64,9,7
64,10,5
64,10,6
65,1,5
65,1,6
65,2,4
65,2,7
65,3,4
65,3,5
65,3,6
65,3,7
65,4,2
65,4,4
65,4,7
65,4,9
65,5,1
65,5,10
65,6,1
65,6,10
65,7,2
65,7,4
65,7,7
65,7,9
65,8,4
65,8,5
65,8,6
65,8,7
65,9,4
65,9,7
65,10,5
65,10,6
66,1,5
66,1,6
66,2,4
66,2,7
66,3,4
66,3,7
66,4,3
66,4,4
66,4,7
66,4,8
66,5,1
66,5,2
66,5,9
66,5,10
66,6,1
66,6,2
66,6,9
66,6,10
66,7,3
66,7,4
66,7,7
66,7,8
66,8,4
66,8,7
66,9,4
66,9,7
66,10,5
66,10,6
67,1,5
67,1,6
67,2,4
67,2,7
67,3,4
67,3,5
67,3,6
67,3,7
67,4,2
67,4,3
67,4,4
67,4,7
67,4,8
67,4,9
67,5,1
67,5,10
67,6,1
67,6,10
67,7,2
67,7,3
67,7,4
67,7,7
67,7,8
67,7,9
67,8,4
67,8,5
67,8,6
67,8,7
67,9,4
67,9,7
67,10,5
67,10,6
68,1,5
68,1,6
68,2,4
68,2,7
68,4,2
68,4,3
68,4,4
68,4,7
68,4,8
68,4,9
68,5,1
68,5,3
68,5,8
68,5,10
68,6,1
68,6,3
68,6,8
68,6,10
68,7,2
68,7,3
68,7,4
68,7,7
68,7,8
68,7,9
68,9,4
68,9,7
68,10,5
68,10,6
69,1,5
69,1,6
69,2,5
69,2,6
69,3,4
69,3,7
69,4,2
69,4,3
69,4,4
69,4,7
69,4,8
69,4,9
69,5,1
69,5,10
69,6,1
69,6,10
69,7,2
69,7,3
69,7,4
69,7,7
69,7,8
69,7,9
69,8,4
69,8,7
69,9,5
69,9,6
69,10,5
69,10,6
70,1,5
70,1,6
70,2,4
70,2,7
70,3,4
70,3,7
70,4,2
70,4,3
70,4,4
70,4,7
70,4,8
70,4,9
70,5,1
70,5,3
70,5,8
70,5,10
70,6,1
70,6,3
70,6,8
70,6,10
70,7,2
70,7,3
70,7,4
70,7,7
70,7,8
70,7,9
70,8,4
70,8,7
70,9,4
70,9,7
70,10,5
70,10,6
71,1,5
71,1,6
71,2,4
71,2,7
71,3,4
71,3,5
71,3,6
71,3,7
71,4,2
71,4,4
71,4,7
71,4,9
71,5,1
71,5,10
71,6,1
71,6,10
71,7,2
71,7,4
71,7,7
71,7,9
71,8,4
71,8,5
71,8,6
71,8,7
71,9,4
71,9,7
71,10,5
71,10,6
72,1,5
72,1,6
72,2,4
72,2,7
72,3,4
72,3,7
72,4,3
72,4,4
72,4,7
72,4,8
72,5,1
72,5,2
72,5,9
72,5,10
72,6,1
72,6,2
72,6,9
72,6,10
72,7,3
72,7,4
72,7,7
72,7,8
72,8,4
72,8,7
72,9,4
72,9,7
72,10,5
72,10,6
73,1,5
73,1,6
73,2,4
73,2,7
73,3,4
73,3,5
73,3,6
73,3,7
73,4,2
73,4,3
73,4,4
73,4,7
73,4,8
73,4,9
73,5,1
73,5,10
73,6,1
73,6,10
73,7,2
73,7,3
73,7,4
73,7,7
73,7,8
73,7,9
73,8,4
73,8,5
73,8,6
73,8,7
73,9,4
73,9,7
73,10,5
73,10,6
74,1,5
74,1,6
74,2,4
74,2,7
74,4,2
74,4,3
74,4,4
74,4,7
74,4,8
74,4,9
74,5,1
74,5,3
74,5,8
74,5,10
74,6,1
74,6,3
74,6,8
74,6,10
74,7,2
74,7,3
74,7,4
74,7,7
74,7,8
74,7,9
74,9,4
74,9,7
74,10,5
74,10,6
75,1,5
75,1,6
75,2,5
75,2,6
75,3,4
75,3,7
75,4,2
75,4,3
75,4,4
75,4,7
75,4,8
75,4,9
75,5,1
75,5,10
75,6,1
75,6,10
75,7,2
75,7,3
75,7,4
75,7,7
75,7,8
75,7,9
75,8,4
75,8,7
75,9,5
75,9,6
75,10,5
75,10,6
76,1,5
76,1,6
76,2,4
76,2,7
76,3,4
76,3,7
76,4,2
76,4,3
76,4,4
76,4,7
76,4,8
76,4,9
76,5,1
76,5,3
76,5,8
76,5,10
76,6,1
76,6,3
76,6,8
76,6,10
76,7,2
76,7,3
76,7,4
76,7,7
76,7,8
76,7,9
76,8,4
76,8,7
76,9,4
76,9,7
76,10,5
76,10,6
77,1,5
77,1,6
77,2,4
77,2,7
77,3,4
77,3,5
77,3,6
77,3,7
77,4,2
77,4,4
77,4,7
77,4,9
77,5,1
77,5,10
77,6,1
77,6,10
77,7,2
77,7,4
77,7,7
77,7,9
77,8,4
77,8,5
77,8,6
77,8,7
77,9,4
77,9,7
77,10,5
77,10,6
78,1,5
78,1,6
78,2,4
78,2,7
78,3,4
78,3,7
78,4,3
78,4,4
78,4,7
78,4,8
78,5,1
78,5,2
78,5,9
78,5,10
78,6,1
78,6,2
78,6,9
78,6,10
78,7,3
78,7,4
78,7,7
78,7,8
78,8,4
78,8,7
78,9,4
78,9,7
78,10,5
78,10,6
79,1,5
79,1,6
79,2,4
79,2,7
79,3,4
79,3,5
79,3,6
79,3,7
79,4,2
79,4,3
79,4,4
79,4,7
79,4,8
79,4,9
79,5,1
79,5,10
79,6,1
79,6,10
79,7,2
79,7,3
79,7,4
79,7,7
79,7,8
79,7,9
79,8,4
79,8,5
79,8,6
79,8,7
79,9,4
79,9,7
79,10,5
79,10,6
80,1,5
80,1,6
80,2,4
80,2,7
80,4,2
80,4,3
80,4,4
80,4,7
80,4,8
80,4,9
80,5,1
